MEMBER_NO,DATE,BRANCH_CODE,BRANCH_TYPE,AMOUNT,CURRENCY,TRAN_CODE,TRAN_DESC
2508531686,2020-12-12,298,STORE,6875.00,PHP,IN1003,TYPE3
2156336444,2020-10-21,877,STORE,2918.75,PHP,IN1002,TYPE2
1833314679,2020-03-30,MOB,MOBILE,7863.25,PHP,IN1004,TYPE4
4751944040,2020-06-14,233,STORE,5118.25,PHP,IN1002,TYPE2
3481814230,2020-05-02,170,STORE,3156.50,PHP,IN1001,TYPE1
7157745167,2020-05-08,224,STORE,3671.75,PHP,IN1005,TYPE5
3374405432,2020-07-10,MOB,MOBILE,7854.00,PHP,IN1001,TYPE1
3545262280,2020-07-09,552,STORE,9153.75,PHP,IN1003,TYPE3
2907336041,2020-10-28,MOB,MOBILE,7521.50,PHP,IN1005,TYPE5
0479859619,2020-12-09,MOB,MOBILE,8256.50,PHP,IN1002,TYPE2
3506843269,2020-03-09,814,STORE,8785.25,PHP,IN1003,TYPE3
3458086721,2020-02-16,348,STORE,3353.00,PHP,IN1001,TYPE1
9679426386,2020-02-22,781,STORE,8091.00,PHP,IN1005,TYPE5
1273826049,2020-07-11,555,STORE,8163.75,PHP,IN1003,TYPE3
9390358835,2020-03-02,MOB,MOBILE,6742.75,PHP,IN1003,TYPE3
4579115250,2020-05-13,MOB,MOBILE,6641.50,PHP,IN1001,TYPE1
9561102536,2020-03-20,MOB,MOBILE,3806.25,PHP,IN1003,TYPE3
1347999288,2020-09-15,329,STORE,2590.25,PHP,IN1002,TYPE2
2653617845,2020-11-08,194,STORE,4726.50,PHP,IN1004,TYPE4
3827155643,2020-04-28,440,STORE,9493.50,PHP,IN1001,TYPE1
2091118434,2020-01-24,MOB,MOBILE,4842.75,PHP,IN1001,TYPE1
7660092173,2020-11-09,412,STORE,2234.50,PHP,IN1004,TYPE4
8577350782,2020-01-25,296,STORE,4980.50,PHP,IN1002,TYPE2
6512824894,2020-08-23,MOB,MOBILE,6785.75,PHP,IN1002,TYPE2
8697061209,2020-10-19,MOB,MOBILE,7839.50,PHP,IN1002,TYPE2
7129793733,2020-09-11,MOB,MOBILE,3997.00,PHP,IN1001,TYPE1
0924515850,2020-11-28,MOB,MOBILE,4743.00,PHP,IN1004,TYPE4
4730303752,2020-02-19,MOB,MOBILE,7425.00,PHP,IN1002,TYPE2
3094171304,2020-06-07,MOB,MOBILE,5807.25,PHP,IN1004,TYPE4
2107470911,2020-06-11,MOB,MOBILE,8683.25,PHP,IN1005,TYPE5
3016114109,2020-04-26,MOB,MOBILE,8610.75,PHP,IN1001,TYPE1
2755285323,2020-06-13,MOB,MOBILE,364.75,PHP,IN1003,TYPE3
0936366810,2020-08-05,230,STORE,5588.75,PHP,IN1002,TYPE2
0924530709,2020-03-06,MOB,MOBILE,6104.75,PHP,IN1004,TYPE4
2692110070,2020-02-09,036,STORE,8008.25,PHP,IN1005,TYPE5
5026656665,2020-10-19,MOB,MOBILE,8605.75,PHP,IN1001,TYPE1
4873382000,2020-04-04,546,STORE,8372.50,PHP,IN1001,TYPE1
8454340059,2020-10-11,MOB,MOBILE,61.00,PHP,IN1001,TYPE1
1373492846,2020-09-11,MOB,MOBILE,3859.75,PHP,IN1005,TYPE5
1842957765,2020-11-15,MOB,MOBILE,2784.75,PHP,IN1001,TYPE1
3395835396,2020-05-18,105,STORE,9742.50,PHP,IN1002,TYPE2
0153972907,2020-03-08,MOB,MOBILE,3531.25,PHP,IN1002,TYPE2
5052265180,2020-10-31,MOB,MOBILE,451.75,PHP,IN1002,TYPE2
1968500334,2020-01-15,MOB,MOBILE,3628.00,PHP,IN1001,TYPE1
5392118054,2020-10-23,MOB,MOBILE,5599.50,PHP,IN1001,TYPE1
9851960845,2020-03-11,227,STORE,6206.75,PHP,IN1005,TYPE5
2753652606,2020-06-16,544,STORE,5457.75,PHP,IN1002,TYPE2
9499910963,2020-04-30,878,STORE,2681.00,PHP,IN1003,TYPE3
9155877497,2020-01-05,269,STORE,9159.50,PHP,IN1001,TYPE1
2372062740,2020-10-17,MOB,MOBILE,779.00,PHP,IN1001,TYPE1
3723311886,2020-04-29,MOB,MOBILE,8310.00,PHP,IN1003,TYPE3
8099577084,2020-01-19,994,STORE,6196.25,PHP,IN1001,TYPE1
4612110444,2020-07-30,MOB,MOBILE,7370.25,PHP,IN1003,TYPE3
5303030875,2020-05-14,909,STORE,1114.75,PHP,IN1003,TYPE3
1558126086,2020-06-30,MOB,MOBILE,2050.25,PHP,IN1001,TYPE1
8704365945,2020-12-05,121,STORE,2718.00,PHP,IN1001,TYPE1
0626990051,2020-02-24,MOB,MOBILE,8961.75,PHP,IN1004,TYPE4
6603180106,2020-02-07,864,STORE,1402.00,PHP,IN1005,TYPE5
4186021287,2020-08-16,MOB,MOBILE,6939.00,PHP,IN1001,TYPE1
3944266184,2020-07-01,397,STORE,8324.25,PHP,IN1003,TYPE3
5310373882,2020-11-05,MOB,MOBILE,8418.00,PHP,IN1005,TYPE5
1963801518,2020-04-01,MOB,MOBILE,190.50,PHP,IN1002,TYPE2
9516363716,2020-03-19,504,STORE,7383.00,PHP,IN1001,TYPE1
0299110393,2020-04-07,652,STORE,7649.25,PHP,IN1002,TYPE2
0301507362,2020-07-20,791,STORE,4552.50,PHP,IN1005,TYPE5
1492432547,2020-11-09,MOB,MOBILE,4708.75,PHP,IN1005,TYPE5
2404995503,2020-04-26,156,STORE,4789.00,PHP,IN1004,TYPE4
8085726453,2020-02-17,772,STORE,3353.00,PHP,IN1005,TYPE5
7077308915,2020-06-10,MOB,MOBILE,8447.25,PHP,IN1001,TYPE1
8421006017,2020-01-06,772,STORE,2273.00,PHP,IN1002,TYPE2
0267787906,2020-07-24,MOB,MOBILE,8686.25,PHP,IN1005,TYPE5
7576679430,2020-07-23,MOB,MOBILE,1989.75,PHP,IN1004,TYPE4
5274446478,2020-08-27,MOB,MOBILE,1957.00,PHP,IN1003,TYPE3
3238498239,2020-04-02,411,STORE,6216.75,PHP,IN1003,TYPE3
5335811337,2020-03-01,432,STORE,4945.75,PHP,IN1003,TYPE3
7803084992,2020-10-21,727,STORE,1320.75,PHP,IN1001,TYPE1
7768945930,2020-05-22,MOB,MOBILE,2884.25,PHP,IN1002,TYPE2
3531661476,2020-11-08,308,STORE,6701.00,PHP,IN1003,TYPE3
3022420752,2020-10-17,MOB,MOBILE,9487.25,PHP,IN1001,TYPE1
7870492232,2020-12-01,MOB,MOBILE,9003.00,PHP,IN1001,TYPE1
0238742460,2020-05-22,431,STORE,2615.25,PHP,IN1001,TYPE1
6381372445,2020-02-17,MOB,MOBILE,1960.50,PHP,IN1005,TYPE5
5476655243,2020-04-07,170,STORE,3755.00,PHP,IN1003,TYPE3
8714008599,2020-06-30,717,STORE,3639.50,PHP,IN1002,TYPE2
9593825102,2020-07-20,MOB,MOBILE,6293.50,PHP,IN1003,TYPE3
2729244522,2020-09-18,778,STORE,7549.75,PHP,IN1001,TYPE1
1157490671,2020-03-04,040,STORE,9394.50,PHP,IN1004,TYPE4
1320031405,2020-03-04,598,STORE,8807.00,PHP,IN1003,TYPE3
3237351034,2020-06-11,MOB,MOBILE,5320.00,PHP,IN1002,TYPE2
3481205352,2020-12-06,830,STORE,1853.75,PHP,IN1001,TYPE1
4860883529,2020-01-18,MOB,MOBILE,1111.00,PHP,IN1003,TYPE3
2404665084,2020-10-03,MOB,MOBILE,6802.50,PHP,IN1003,TYPE3
0293209728,2020-06-25,479,STORE,3342.50,PHP,IN1002,TYPE2
1128347346,2020-12-05,417,STORE,8998.75,PHP,IN1001,TYPE1
2910755925,2020-08-05,MOB,MOBILE,8750.50,PHP,IN1003,TYPE3
4103630051,2020-09-15,951,STORE,2673.25,PHP,IN1004,TYPE4
5001696786,2020-06-12,294,STORE,9548.00,PHP,IN1001,TYPE1
3892253271,2020-08-30,MOB,MOBILE,8946.25,PHP,IN1004,TYPE4
6331271961,2020-05-28,MOB,MOBILE,242.50,PHP,IN1005,TYPE5
2832090214,2020-11-30,866,STORE,2389.50,PHP,IN1003,TYPE3
4307017828,2020-01-30,879,STORE,9429.25,PHP,IN1004,TYPE4
3596283285,2020-06-01,526,STORE,647.25,PHP,IN1002,TYPE2
1950104335,2020-04-24,656,STORE,1396.25,PHP,IN1003,TYPE3
4695176633,2020-09-23,MOB,MOBILE,3222.50,PHP,IN1005,TYPE5
0790129916,2020-08-11,181,STORE,9617.25,PHP,IN1005,TYPE5
9827788755,2020-10-25,581,STORE,4784.25,PHP,IN1005,TYPE5
3008009613,2020-11-08,MOB,MOBILE,8438.50,PHP,IN1002,TYPE2
2823674663,2020-08-09,MOB,MOBILE,722.25,PHP,IN1004,TYPE4
8228761519,2020-01-13,467,STORE,6757.25,PHP,IN1003,TYPE3
4659121619,2020-11-23,MOB,MOBILE,5216.25,PHP,IN1003,TYPE3
8309846457,2020-08-23,MOB,MOBILE,8727.50,PHP,IN1005,TYPE5
7154445954,2020-04-11,332,STORE,335.25,PHP,IN1004,TYPE4
9075245545,2020-01-21,695,STORE,8854.00,PHP,IN1004,TYPE4
0261697898,2020-02-16,MOB,MOBILE,241.25,PHP,IN1003,TYPE3
9683430194,2020-10-12,516,STORE,7420.25,PHP,IN1005,TYPE5
0044922292,2020-02-15,MOB,MOBILE,4957.00,PHP,IN1005,TYPE5
3111846788,2020-05-04,MOB,MOBILE,5365.25,PHP,IN1004,TYPE4
3902493132,2020-03-09,453,STORE,1462.00,PHP,IN1004,TYPE4
0173960327,2020-05-14,MOB,MOBILE,8496.50,PHP,IN1005,TYPE5
5465729143,2020-10-30,093,STORE,2382.50,PHP,IN1004,TYPE4
9082305385,2020-02-27,911,STORE,1576.25,PHP,IN1003,TYPE3
1076877705,2020-10-06,407,STORE,5498.25,PHP,IN1005,TYPE5
6013700386,2020-09-06,MOB,MOBILE,5638.00,PHP,IN1005,TYPE5
6876232924,2020-03-10,717,STORE,4979.75,PHP,IN1005,TYPE5
1234137414,2020-06-07,729,STORE,6846.00,PHP,IN1002,TYPE2
5255943643,2020-02-15,806,STORE,3921.25,PHP,IN1004,TYPE4
0976153622,2020-12-13,315,STORE,6023.00,PHP,IN1001,TYPE1
7450775678,2020-10-06,MOB,MOBILE,9152.00,PHP,IN1004,TYPE4
3307861675,2020-10-26,285,STORE,5596.50,PHP,IN1001,TYPE1
8640668318,2020-01-30,MOB,MOBILE,1537.00,PHP,IN1005,TYPE5
3081416120,2020-02-12,090,STORE,9378.50,PHP,IN1001,TYPE1
9482498847,2020-11-07,904,STORE,4666.25,PHP,IN1005,TYPE5
5714656053,2020-06-29,MOB,MOBILE,7263.25,PHP,IN1002,TYPE2
9989204175,2020-07-13,MOB,MOBILE,7989.00,PHP,IN1004,TYPE4
9293479414,2020-04-29,MOB,MOBILE,4460.25,PHP,IN1003,TYPE3
9483595243,2020-07-27,MOB,MOBILE,1313.00,PHP,IN1001,TYPE1
7986616574,2020-02-09,MOB,MOBILE,5672.50,PHP,IN1005,TYPE5
1240326348,2020-07-24,MOB,MOBILE,4350.50,PHP,IN1003,TYPE3
2653748650,2020-08-19,795,STORE,4151.25,PHP,IN1002,TYPE2
0173454213,2020-10-22,327,STORE,549.25,PHP,IN1004,TYPE4
2028371905,2020-03-28,018,STORE,283.75,PHP,IN1005,TYPE5
4656780657,2020-12-01,MOB,MOBILE,1769.25,PHP,IN1004,TYPE4
7636800692,2020-11-01,MOB,MOBILE,1360.25,PHP,IN1001,TYPE1
6849759598,2020-12-15,808,STORE,7469.75,PHP,IN1001,TYPE1
0503574047,2020-08-11,861,STORE,2690.75,PHP,IN1002,TYPE2
3953297405,2020-08-14,MOB,MOBILE,7853.25,PHP,IN1005,TYPE5
3278544741,2020-04-26,MOB,MOBILE,6033.75,PHP,IN1005,TYPE5
8085735065,2020-01-02,364,STORE,6151.75,PHP,IN1003,TYPE3
0431424238,2020-08-07,726,STORE,1024.00,PHP,IN1003,TYPE3
8118105907,2020-03-25,757,STORE,6836.75,PHP,IN1003,TYPE3
1063359499,2020-03-15,229,STORE,1555.25,PHP,IN1002,TYPE2
8225625457,2020-06-27,414,STORE,4360.75,PHP,IN1005,TYPE5
2934086021,2020-12-09,MOB,MOBILE,9355.00,PHP,IN1001,TYPE1
1660109392,2020-03-25,MOB,MOBILE,4806.50,PHP,IN1003,TYPE3
8379170553,2020-06-02,552,STORE,9252.75,PHP,IN1003,TYPE3
9068641796,2020-04-29,MOB,MOBILE,4652.00,PHP,IN1001,TYPE1
2909755725,2020-03-05,726,STORE,5976.50,PHP,IN1004,TYPE4
6100871881,2020-04-08,MOB,MOBILE,15.25,PHP,IN1004,TYPE4
8778077296,2020-07-22,MOB,MOBILE,8924.00,PHP,IN1001,TYPE1
2818799289,2020-05-19,293,STORE,4012.75,PHP,IN1001,TYPE1
7906416400,2020-03-27,MOB,MOBILE,6042.50,PHP,IN1004,TYPE4
3815103930,2020-11-24,MOB,MOBILE,3132.00,PHP,IN1004,TYPE4
9078040339,2020-12-28,123,STORE,6952.00,PHP,IN1005,TYPE5
5498045096,2020-03-17,MOB,MOBILE,912.00,PHP,IN1005,TYPE5
8859284553,2020-04-02,MOB,MOBILE,1693.00,PHP,IN1004,TYPE4
9270477150,2020-01-12,MOB,MOBILE,2804.00,PHP,IN1005,TYPE5
4670238201,2020-06-27,976,STORE,169.00,PHP,IN1005,TYPE5
9869114043,2020-01-09,021,STORE,957.75,PHP,IN1002,TYPE2
5528245245,2020-11-23,MOB,MOBILE,3072.00,PHP,IN1005,TYPE5
1539835290,2020-02-18,MOB,MOBILE,4733.75,PHP,IN1003,TYPE3
9466771199,2020-09-18,MOB,MOBILE,5217.00,PHP,IN1005,TYPE5
5531822820,2020-03-18,142,STORE,6939.75,PHP,IN1005,TYPE5
7980334884,2020-10-12,MOB,MOBILE,9195.75,PHP,IN1001,TYPE1
8149105660,2020-07-07,MOB,MOBILE,6882.00,PHP,IN1004,TYPE4
7500832480,2020-05-24,830,STORE,9639.50,PHP,IN1004,TYPE4
7650620908,2020-09-18,386,STORE,2297.00,PHP,IN1003,TYPE3
1713422374,2020-10-21,164,STORE,7490.25,PHP,IN1003,TYPE3
4700937813,2020-11-27,582,STORE,6578.25,PHP,IN1002,TYPE2
4643645086,2020-02-20,MOB,MOBILE,8092.75,PHP,IN1003,TYPE3
9087302337,2020-02-02,209,STORE,9282.25,PHP,IN1001,TYPE1
1473591538,2020-09-28,612,STORE,7399.50,PHP,IN1004,TYPE4
4524453367,2020-04-30,229,STORE,7585.75,PHP,IN1002,TYPE2
6202057176,2020-08-11,MOB,MOBILE,1010.50,PHP,IN1004,TYPE4
0506771326,2020-05-08,MOB,MOBILE,3871.50,PHP,IN1004,TYPE4
7354004445,2020-09-14,219,STORE,6501.50,PHP,IN1004,TYPE4
8725580455,2020-01-12,MOB,MOBILE,4597.00,PHP,IN1001,TYPE1
9165885635,2020-12-02,MOB,MOBILE,2885.50,PHP,IN1002,TYPE2
2859132711,2020-09-29,311,STORE,2971.50,PHP,IN1002,TYPE2
6888304090,2020-08-31,MOB,MOBILE,8623.50,PHP,IN1003,TYPE3
3289394279,2020-09-21,MOB,MOBILE,6298.50,PHP,IN1001,TYPE1
3492571802,2020-02-17,MOB,MOBILE,1272.50,PHP,IN1004,TYPE4
1444194832,2020-09-25,MOB,MOBILE,1327.25,PHP,IN1003,TYPE3
4307844431,2020-02-28,192,STORE,4783.50,PHP,IN1005,TYPE5
8816023409,2020-05-27,100,STORE,4257.50,PHP,IN1001,TYPE1
0379363360,2020-04-29,MOB,MOBILE,3960.50,PHP,IN1002,TYPE2
8900039117,2020-05-23,MOB,MOBILE,1374.75,PHP,IN1002,TYPE2
9862555534,2020-03-02,856,STORE,9273.50,PHP,IN1002,TYPE2
8340722324,2020-12-04,642,STORE,2368.00,PHP,IN1003,TYPE3
3701648945,2020-04-03,MOB,MOBILE,402.25,PHP,IN1002,TYPE2
1838554737,2020-07-28,471,STORE,4404.00,PHP,IN1005,TYPE5
4381540495,2020-12-16,MOB,MOBILE,9726.50,PHP,IN1001,TYPE1
0776743114,2020-08-14,465,STORE,5199.00,PHP,IN1005,TYPE5
6712392145,2020-04-05,592,STORE,3680.75,PHP,IN1005,TYPE5
0384901141,2020-12-29,MOB,MOBILE,541.00,PHP,IN1002,TYPE2
8848906452,2020-05-21,MOB,MOBILE,9178.00,PHP,IN1004,TYPE4
5213290625,2020-05-02,765,STORE,7039.75,PHP,IN1002,TYPE2
7452522124,2020-09-07,MOB,MOBILE,3800.50,PHP,IN1004,TYPE4
2208672497,2020-11-12,107,STORE,4025.25,PHP,IN1002,TYPE2
6415346798,2020-04-08,MOB,MOBILE,9909.75,PHP,IN1001,TYPE1
3280471122,2020-07-23,664,STORE,5924.00,PHP,IN1002,TYPE2
2190378324,2020-08-11,491,STORE,5158.75,PHP,IN1002,TYPE2
1836285673,2020-04-22,505,STORE,3483.50,PHP,IN1001,TYPE1
8955856472,2020-03-30,496,STORE,7641.50,PHP,IN1003,TYPE3
8060667999,2020-03-12,960,STORE,9697.75,PHP,IN1001,TYPE1
0640207367,2020-07-18,MOB,MOBILE,2730.50,PHP,IN1003,TYPE3
9644311427,2020-06-29,804,STORE,8592.00,PHP,IN1004,TYPE4
9818250002,2020-08-03,MOB,MOBILE,7978.25,PHP,IN1002,TYPE2
0069996463,2020-05-22,MOB,MOBILE,750.50,PHP,IN1001,TYPE1
1887075834,2020-12-21,MOB,MOBILE,8706.75,PHP,IN1003,TYPE3
4257015166,2020-07-12,989,STORE,2978.00,PHP,IN1005,TYPE5
6125582549,2020-03-07,MOB,MOBILE,2021.75,PHP,IN1002,TYPE2
1042169813,2020-02-01,705,STORE,6951.25,PHP,IN1002,TYPE2
7709941396,2020-03-15,037,STORE,3642.25,PHP,IN1005,TYPE5
3176164038,2020-12-31,877,STORE,8453.00,PHP,IN1005,TYPE5
7470484321,2020-05-01,467,STORE,4124.25,PHP,IN1005,TYPE5
1043098054,2020-11-23,376,STORE,600.75,PHP,IN1004,TYPE4
9246745971,2020-12-28,294,STORE,65.75,PHP,IN1004,TYPE4
2166448007,2020-03-30,MOB,MOBILE,9608.25,PHP,IN1004,TYPE4
9360861377,2020-11-08,050,STORE,1378.25,PHP,IN1002,TYPE2
7319968831,2020-04-04,MOB,MOBILE,4048.75,PHP,IN1003,TYPE3
3658909280,2020-06-19,MOB,MOBILE,7762.25,PHP,IN1001,TYPE1
8793772533,2020-12-12,MOB,MOBILE,8962.75,PHP,IN1001,TYPE1
1208647230,2020-10-09,MOB,MOBILE,2467.25,PHP,IN1001,TYPE1
5351289195,2020-07-23,081,STORE,6831.75,PHP,IN1002,TYPE2
7081255664,2020-03-24,748,STORE,1699.50,PHP,IN1001,TYPE1
0845266314,2020-09-27,MOB,MOBILE,7554.25,PHP,IN1002,TYPE2
7578433547,2020-03-03,MOB,MOBILE,6387.00,PHP,IN1002,TYPE2
7959603183,2020-12-31,MOB,MOBILE,3837.00,PHP,IN1002,TYPE2
8799575348,2020-03-16,MOB,MOBILE,8606.75,PHP,IN1002,TYPE2
9345925973,2020-03-22,827,STORE,1029.00,PHP,IN1005,TYPE5
6293974896,2020-02-28,MOB,MOBILE,5497.75,PHP,IN1002,TYPE2
4369989184,2020-10-21,MOB,MOBILE,1741.00,PHP,IN1005,TYPE5
9208083928,2020-09-17,MOB,MOBILE,7948.00,PHP,IN1004,TYPE4
9788701282,2020-12-11,MOB,MOBILE,6107.00,PHP,IN1001,TYPE1
3457815220,2020-03-13,MOB,MOBILE,2572.75,PHP,IN1003,TYPE3
1839697027,2020-09-11,723,STORE,9800.50,PHP,IN1004,TYPE4
9346914628,2020-10-17,MOB,MOBILE,2118.50,PHP,IN1004,TYPE4
1647766612,2020-07-09,MOB,MOBILE,2516.75,PHP,IN1004,TYPE4
9769464822,2020-11-14,887,STORE,7177.75,PHP,IN1001,TYPE1
1304708375,2020-02-14,261,STORE,2067.00,PHP,IN1002,TYPE2
8250220662,2020-07-14,MOB,MOBILE,7046.25,PHP,IN1002,TYPE2
2201799529,2020-04-27,577,STORE,1597.00,PHP,IN1003,TYPE3
3869171902,2020-10-19,MOB,MOBILE,5916.25,PHP,IN1001,TYPE1
2003707452,2020-07-07,349,STORE,6115.25,PHP,IN1004,TYPE4
4432732642,2020-09-16,MOB,MOBILE,9185.75,PHP,IN1001,TYPE1
8420898368,2020-01-01,967,STORE,7701.25,PHP,IN1001,TYPE1
7840719260,2020-09-08,453,STORE,2003.25,PHP,IN1004,TYPE4
3101472199,2020-04-17,865,STORE,3989.50,PHP,IN1003,TYPE3
8174653491,2020-02-18,171,STORE,551.00,PHP,IN1003,TYPE3
0692760033,2020-12-03,310,STORE,6148.00,PHP,IN1003,TYPE3
3751745680,2020-01-28,MOB,MOBILE,5070.50,PHP,IN1003,TYPE3
4113595065,2020-11-21,MOB,MOBILE,1180.00,PHP,IN1003,TYPE3
2186288297,2020-08-28,MOB,MOBILE,4806.25,PHP,IN1003,TYPE3
8514071754,2020-10-02,MOB,MOBILE,120.25,PHP,IN1002,TYPE2
5028029196,2020-02-01,MOB,MOBILE,2985.00,PHP,IN1004,TYPE4
1180335753,2020-01-02,196,STORE,4778.50,PHP,IN1005,TYPE5
6700376831,2020-10-17,MOB,MOBILE,4295.50,PHP,IN1004,TYPE4
3989930278,2020-08-14,MOB,MOBILE,6552.75,PHP,IN1004,TYPE4
4071943489,2020-12-16,897,STORE,7752.50,PHP,IN1001,TYPE1
0468410843,2020-08-15,776,STORE,6506.50,PHP,IN1003,TYPE3
5787424427,2020-08-18,MOB,MOBILE,8232.75,PHP,IN1003,TYPE3
7521267340,2020-03-27,MOB,MOBILE,552.25,PHP,IN1001,TYPE1
9761488711,2020-01-20,463,STORE,2608.75,PHP,IN1004,TYPE4
4960499418,2020-07-17,MOB,MOBILE,7331.00,PHP,IN1004,TYPE4
2988933861,2020-04-16,MOB,MOBILE,131.75,PHP,IN1003,TYPE3
1589225385,2020-03-19,901,STORE,6197.25,PHP,IN1005,TYPE5
2368384798,2020-02-28,MOB,MOBILE,7384.75,PHP,IN1003,TYPE3
5728714788,2020-09-21,162,STORE,6348.75,PHP,IN1004,TYPE4
2238046040,2020-11-23,705,STORE,6909.50,PHP,IN1004,TYPE4
8461601284,2020-10-24,875,STORE,262.75,PHP,IN1002,TYPE2
4305178583,2020-06-19,766,STORE,9480.50,PHP,IN1002,TYPE2
5733599099,2020-06-24,973,STORE,8007.00,PHP,IN1001,TYPE1
2221556227,2020-09-11,MOB,MOBILE,5083.50,PHP,IN1004,TYPE4
7361398445,2020-05-30,MOB,MOBILE,2398.00,PHP,IN1002,TYPE2
9566613390,2020-04-26,597,STORE,4261.00,PHP,IN1001,TYPE1
1022129636,2020-11-20,864,STORE,6253.50,PHP,IN1001,TYPE1
2349495899,2020-08-23,MOB,MOBILE,5896.50,PHP,IN1005,TYPE5
6939305880,2020-01-27,142,STORE,9620.50,PHP,IN1002,TYPE2
9945647934,2020-11-12,772,STORE,2039.00,PHP,IN1001,TYPE1
2596689032,2020-09-19,MOB,MOBILE,9008.00,PHP,IN1002,TYPE2
9030732409,2020-03-10,MOB,MOBILE,4309.75,PHP,IN1005,TYPE5
1273124212,2020-04-07,MOB,MOBILE,9447.00,PHP,IN1001,TYPE1
1330358227,2020-06-20,MOB,MOBILE,1420.75,PHP,IN1003,TYPE3
3718853511,2020-09-09,MOB,MOBILE,559.75,PHP,IN1002,TYPE2
3444507809,2020-04-22,506,STORE,5481.50,PHP,IN1003,TYPE3
6086083472,2020-02-19,777,STORE,681.25,PHP,IN1004,TYPE4
4254164726,2020-06-06,MOB,MOBILE,3341.00,PHP,IN1005,TYPE5
7012066577,2020-10-26,327,STORE,1940.00,PHP,IN1002,TYPE2
2342573580,2020-11-03,MOB,MOBILE,7869.00,PHP,IN1004,TYPE4
9486930184,2020-02-14,MOB,MOBILE,9668.75,PHP,IN1004,TYPE4
1894738676,2020-12-04,MOB,MOBILE,4820.50,PHP,IN1004,TYPE4
0495416190,2020-02-13,MOB,MOBILE,7298.50,PHP,IN1002,TYPE2
0672951774,2020-06-24,263,STORE,1178.75,PHP,IN1005,TYPE5
3294937850,2020-07-29,958,STORE,5971.50,PHP,IN1003,TYPE3
4122412969,2020-02-17,MOB,MOBILE,6132.25,PHP,IN1002,TYPE2
2863736190,2020-11-07,MOB,MOBILE,578.00,PHP,IN1005,TYPE5
5048684006,2020-01-19,MOB,MOBILE,5962.00,PHP,IN1005,TYPE5
4241745074,2020-08-15,MOB,MOBILE,1143.25,PHP,IN1002,TYPE2
6498662543,2020-10-25,MOB,MOBILE,7288.50,PHP,IN1001,TYPE1
6458724226,2020-02-08,MOB,MOBILE,618.50,PHP,IN1001,TYPE1
1320005259,2020-11-02,661,STORE,6779.50,PHP,IN1005,TYPE5
9186424853,2020-01-18,MOB,MOBILE,7324.50,PHP,IN1004,TYPE4
0523321554,2020-03-21,MOB,MOBILE,2128.75,PHP,IN1002,TYPE2
9764684623,2020-12-10,MOB,MOBILE,675.25,PHP,IN1001,TYPE1
6728899382,2020-01-13,MOB,MOBILE,6043.75,PHP,IN1003,TYPE3
0775095302,2020-06-17,MOB,MOBILE,7747.25,PHP,IN1005,TYPE5
8389554327,2020-07-14,124,STORE,8330.00,PHP,IN1001,TYPE1
0745003848,2020-07-06,880,STORE,6671.00,PHP,IN1005,TYPE5
1926266614,2020-10-17,MOB,MOBILE,7583.50,PHP,IN1004,TYPE4
7405710458,2020-10-24,657,STORE,5982.75,PHP,IN1004,TYPE4
6840606498,2020-05-20,278,STORE,1970.75,PHP,IN1005,TYPE5
6709353755,2020-03-21,148,STORE,9036.25,PHP,IN1002,TYPE2
0765539396,2020-06-25,MOB,MOBILE,2390.00,PHP,IN1002,TYPE2
5672812600,2020-09-25,MOB,MOBILE,15.75,PHP,IN1004,TYPE4
0826803219,2020-02-07,MOB,MOBILE,7725.25,PHP,IN1002,TYPE2
6787747388,2020-05-18,MOB,MOBILE,7710.50,PHP,IN1001,TYPE1
8182985796,2020-08-12,MOB,MOBILE,5474.25,PHP,IN1005,TYPE5
2448677103,2020-07-21,556,STORE,2918.75,PHP,IN1005,TYPE5
1050633834,2020-02-21,MOB,MOBILE,7023.75,PHP,IN1002,TYPE2
9970516888,2020-05-31,MOB,MOBILE,2602.50,PHP,IN1004,TYPE4
9920180815,2020-03-25,MOB,MOBILE,6100.50,PHP,IN1004,TYPE4
3345825433,2020-02-19,615,STORE,3864.75,PHP,IN1003,TYPE3
2974127933,2020-02-29,384,STORE,3970.00,PHP,IN1005,TYPE5
7674680681,2020-06-08,MOB,MOBILE,9922.50,PHP,IN1001,TYPE1
0079670824,2020-01-05,544,STORE,5725.25,PHP,IN1002,TYPE2
4699415174,2020-07-29,MOB,MOBILE,8249.00,PHP,IN1005,TYPE5
4437745338,2020-07-27,776,STORE,3899.25,PHP,IN1004,TYPE4
7460680157,2020-09-23,MOB,MOBILE,9038.25,PHP,IN1002,TYPE2
4057528740,2020-09-29,MOB,MOBILE,4597.50,PHP,IN1004,TYPE4
6229193797,2020-01-31,MOB,MOBILE,2123.50,PHP,IN1001,TYPE1
0941231551,2020-02-26,414,STORE,279.75,PHP,IN1002,TYPE2
4934577302,2020-07-02,403,STORE,5414.00,PHP,IN1004,TYPE4
7594141187,2020-06-14,MOB,MOBILE,9107.00,PHP,IN1004,TYPE4
9104970362,2020-02-06,MOB,MOBILE,4292.25,PHP,IN1005,TYPE5
7816132625,2020-02-03,340,STORE,5215.00,PHP,IN1003,TYPE3
5088733188,2020-02-21,728,STORE,937.75,PHP,IN1001,TYPE1
5137939028,2020-10-26,977,STORE,6940.25,PHP,IN1002,TYPE2
3196326024,2020-02-29,129,STORE,6799.00,PHP,IN1005,TYPE5
